"types.resourceTypeGeneral: Descending","publication_year per year",Count
Report,1199142000000,2592
Report,1230764400000,2819
Report,1262300400000,3154
Report,1293836400000,4223
Report,1325372400000,4441
Report,1356994800000,4547
Report,1388530800000,4739
Report,1420066800000,5236
Report,1451602800000,5225
Report,1483225200000,4773
Report,1514761200000,5368
Report,1546297200000,5865
Report,1577833200000,5973
Report,1609455600000,6190
Report,1640991600000,4830
Dissertation,"-4133985380000",1
Dissertation,"-4007754980000",1
Dissertation,"-3723758180000",1
Dissertation,"-3439674980000",1
Dissertation,"-3313444580000",1
Dissertation,"-3250372580000",1
Dissertation,"-3187214180000",1
Dissertation,"-3124142180000",1
Dissertation,"-3060983780000",1
Dissertation,"-2934753380000",1
Dissertation,"-2840145380000",2
Dissertation,"-2808522980000",1
Dissertation,"-2682292580000",1
Dissertation,"-2587684580000",1
Dissertation,"-2556062180000",1
Dissertation,"-2492989200000",2
Dissertation,"-2461453200000",2
Dissertation,"-2429830800000",1
Dissertation,"-2335222800000",4
Dissertation,"-2208992400000",1
Dissertation,"-2177456400000",3
Dissertation,"-2145920400000",2
Dissertation,"-2082848400000",2
Dissertation,"-2051226000000",1
Dissertation,"-2019690000000",1
Dissertation,"-1988154000000",1
Dissertation,"-1924995600000",1
Dissertation,"-1893459600000",1
Dissertation,"-1861923600000",2
Dissertation,"-1830387600000",3
Dissertation,"-1704157200000",2
Dissertation,"-1672534800000",1
Dissertation,"-1577926800000",1
Dissertation,"-1546304400000",1
Dissertation,"-1514768400000",1
Dissertation,"-1483232400000",2
Dissertation,"-1451696400000",1
Dissertation,"-1388538000000",2
Dissertation,"-1325466000000",2
Dissertation,"-1293843600000",1
Dissertation,"-1262307600000",3
Dissertation,"-1230771600000",5
Dissertation,"-1167613200000",2
Dissertation,"-1136077200000",6
Dissertation,"-1104541200000",6
Dissertation,"-1073005200000",3
Dissertation,"-1041382800000",2
Dissertation,"-946774800000",1
Dissertation,"-757386000000",1
Dissertation,"-662691600000",1
Dissertation,"-631155600000",1
Dissertation,"-568083600000",5
Dissertation,"-536461200000",11
Dissertation,"-504925200000",15
Dissertation,"-473389200000",25
Dissertation,"-441853200000",25
Dissertation,"-410230800000",39
Dissertation,"-378694800000",25
Dissertation,"-347158800000",46
Dissertation,"-315622800000",52
Dissertation,"-284000400000",48
Dissertation,"-252464400000",72
Dissertation,"-220928400000",87
Dissertation,"-189392400000",94
Dissertation,"-157770000000",87
Dissertation,"-126234000000",130
Dissertation,"-94698000000",150
Dissertation,"-63162000000",191
Dissertation,"-31539600000",238
Dissertation,"-3600000",340
Dissertation,31532400000,390
Dissertation,63068400000,425
Dissertation,94690800000,465
Dissertation,126226800000,482
Dissertation,157762800000,504
Dissertation,189298800000,454
Dissertation,220921200000,392
Dissertation,252457200000,378
Dissertation,283993200000,408
Dissertation,315529200000,456
Dissertation,347151600000,437
Dissertation,378687600000,457
Dissertation,410223600000,420
Dissertation,441759600000,396
Dissertation,473382000000,402
Dissertation,504918000000,442
Dissertation,536454000000,428
Dissertation,567990000000,463
Dissertation,599612400000,471
Dissertation,631148400000,465
Dissertation,662684400000,448
Dissertation,694220400000,513
Dissertation,725842800000,534
Dissertation,757378800000,510
Dissertation,788914800000,569
Dissertation,820450800000,557
Dissertation,852073200000,593
Dissertation,883609200000,529
Dissertation,915145200000,559
Dissertation,946681200000,638
Dissertation,978303600000,692
Dissertation,1009839600000,932
Dissertation,1041375600000,1144
Dissertation,1072911600000,1367
Dissertation,1104534000000,1628
Dissertation,1136070000000,1724
Dissertation,1167606000000,1822
Dissertation,1199142000000,1912
Dissertation,1230764400000,2016
Dissertation,1262300400000,2425
Dissertation,1293836400000,2361
Dissertation,1325372400000,3239
Dissertation,1356994800000,3254
Dissertation,1388530800000,3270
Dissertation,1420066800000,3300
Dissertation,1451602800000,3714
Dissertation,1483225200000,3714
Dissertation,1514761200000,3818
Dissertation,1546297200000,3636
Dissertation,1577833200000,3875
Dissertation,1609455600000,4937
Dissertation,1640991600000,2676
Dissertation,1672527600000,2
Dissertation,1704063600000,2
Dissertation,1735686000000,9
Sound,"-13695786980000",2
Sound,"-12780551780000",1
Sound,"-2208992400000",1
Sound,"-568083600000",1
Sound,"-536461200000",1
Sound,"-441853200000",3
Sound,"-410230800000",2
Sound,"-378694800000",1
Sound,"-315622800000",13
Sound,"-284000400000",1
Sound,"-252464400000",2
Sound,"-189392400000",1
Sound,"-157770000000",1
Sound,"-126234000000",1
Sound,"-94698000000",6
Sound,"-63162000000",4
Sound,"-31539600000",4
Sound,"-3600000",1
Sound,31532400000,5
Sound,63068400000,6
Sound,94690800000,15
Sound,126226800000,12
Sound,157762800000,16
Sound,189298800000,25
Sound,220921200000,23
Sound,252457200000,26
Sound,283993200000,14
Sound,315529200000,19
Sound,347151600000,6
Sound,378687600000,7
Sound,410223600000,13
Sound,441759600000,3
Sound,473382000000,6
Sound,504918000000,1
Sound,536454000000,15
Sound,567990000000,1
Sound,599612400000,4
Sound,631148400000,24
Sound,662684400000,52
Sound,694220400000,8
Sound,725842800000,3
Sound,757378800000,8
Sound,788914800000,37
Sound,820450800000,29
Sound,852073200000,45
Sound,883609200000,18
Sound,915145200000,16
Sound,946681200000,5
Sound,978303600000,6
Sound,1009839600000,5
Sound,1041375600000,3
Sound,1072911600000,850
Sound,1104534000000,8
Sound,1136070000000,6
Sound,1167606000000,7
Sound,1199142000000,25
Sound,1230764400000,7015
Sound,1262300400000,9681
Sound,1293836400000,901
Sound,1325372400000,2411
Sound,1356994800000,1716
Sound,1388530800000,2566
Sound,1420066800000,2438
Sound,1451602800000,4076
Sound,1483225200000,999
Sound,1514761200000,2197
Sound,1546297200000,697
Sound,1577833200000,1829
Sound,1609455600000,1363
Sound,1640991600000,875
Sound,1672527600000,1
Sound,2493068400000,6
Sound,2650834800000,7
Sound,2682370800000,2
Sound,2713906800000,5
Sound,2745529200000,14
Sound,2777065200000,7
Sound,2903295600000,3
Sound,3061062000000,5
Sound,3092598000000,58
Sound,3124220400000,22
Sound,3155756400000,30
Sound,3187292400000,16
Sound,3218828400000,14
Sound,5143820400000,302
Sound,5175356400000,1
ConferencePaper,"-410230800000",1
ConferencePaper,"-284000400000",2
ConferencePaper,94690800000,4
ConferencePaper,126226800000,3
ConferencePaper,157762800000,6
ConferencePaper,252457200000,1
ConferencePaper,315529200000,4
ConferencePaper,378687600000,1
ConferencePaper,473382000000,4
ConferencePaper,567990000000,2
ConferencePaper,599612400000,7
ConferencePaper,631148400000,1
ConferencePaper,662684400000,3
ConferencePaper,694220400000,2
ConferencePaper,725842800000,10
ConferencePaper,757378800000,10
ConferencePaper,788914800000,5
ConferencePaper,820450800000,7
ConferencePaper,852073200000,8
ConferencePaper,883609200000,17
ConferencePaper,915145200000,2
ConferencePaper,946681200000,11
ConferencePaper,978303600000,17
ConferencePaper,1009839600000,60
ConferencePaper,1041375600000,98
ConferencePaper,1072911600000,38
ConferencePaper,1104534000000,102
ConferencePaper,1136070000000,117
ConferencePaper,1167606000000,165
ConferencePaper,1199142000000,96
ConferencePaper,1230764400000,203
ConferencePaper,1262300400000,127
ConferencePaper,1293836400000,180
ConferencePaper,1325372400000,101
ConferencePaper,1356994800000,158
ConferencePaper,1388530800000,122
ConferencePaper,1420066800000,114
ConferencePaper,1451602800000,251
ConferencePaper,1483225200000,140
ConferencePaper,1514761200000,346
ConferencePaper,1546297200000,632
ConferencePaper,1577833200000,1385
ConferencePaper,1609455600000,10278
ConferencePaper,1640991600000,18492
ConferencePaper,1830294000000,2
ConferencePaper,1861916400000,2
Book,"-14453169380000",1
Book,"-14042855780000",1
Book,"-14011319780000",2
Book,"-13948247780000",2
Book,"-13506398180000",1
Book,"-13285473380000",1
Book,"-13253937380000",1
Book,"-13033012580000",2
Book,"-12812174180000",1
Book,"-12780551780000",1
Book,"-12559713380000",1
Book,"-12465018980000",1
Book,"-12307252580000",1
Book,"-12212558180000",1
Book,"-12117863780000",2
Book,"-11865402980000",1
Book,"-11802330980000",1
Book,"-11297409380000",2
Book,"-11044948580000",1
Book,"-10666257380000",1
Book,"-10603098980000",1
Book,"-10382174180000",2
Book,"-10161335780000",2
Book,"-10066641380000",2
Book,"-10035105380000",2
Book,"-9971946980000",2
Book,"-9845716580000",2
Book,"-9751022180000",2
Book,"-9624791780000",3
Book,"-9593255780000",2
Book,"-9561719780000",2
Book,"-9467025380000",2
Book,"-9435489380000",2
Book,"-9372330980000",2
Book,"-9183028580000",2
Book,"-9119870180000",1
Book,"-9056798180000",1
Book,"-8962103780000",2
Book,"-8835873380000",3
Book,"-8804337380000",1
Book,"-8772801380000",1
Book,"-8551876580000",2
Book,"-8520340580000",1
Book,"-8488804580000",1
Book,"-8457268580000",1
Book,"-8299502180000",1
Book,"-8236343780000",1
Book,"-8204807780000",5
Book,"-8173271780000",1
Book,"-8110113380000",3
Book,"-8078577380000",2
Book,"-8015505380000",1
Book,"-7983882980000",4
Book,"-7826116580000",8
Book,"-7794580580000",2
Book,"-7731422180000",1
Book,"-7636814180000",3
Book,"-7605191780000",3
Book,"-7573655780000",3
Book,"-7542119780000",1
Book,"-7510583780000",5
Book,"-7478961380000",1
Book,"-7447425380000",1
Book,"-7384353380000",1
Book,"-7321194980000",2
Book,"-7289658980000",5
Book,"-7258122980000",3
Book,"-7226500580000",5
Book,"-7194964580000",10
Book,"-7163428580000",4
Book,"-7131892580000",2
Book,"-7100270180000",1
Book,"-7068734180000",3
Book,"-7037198180000",4
Book,"-7005662180000",8
Book,"-6974039780000",2
Book,"-6942503780000",6
Book,"-6910967780000",4
Book,"-6879431780000",6
Book,"-6784737380000",3
Book,"-6753201380000",4
Book,"-6721578980000",2
Book,"-6690042980000",4
Book,"-6658506980000",13
Book,"-6626970980000",2
Book,"-6595348580000",1
Book,"-6563812580000",8
Book,"-6532276580000",2
Book,"-6500740580000",3
Book,"-6469118180000",3
Book,"-6437582180000",5
Book,"-6406046180000",5
Book,"-6374510180000",6
Book,"-6342887780000",8
Book,"-6311351780000",17
Book,"-6279815780000",14
Book,"-6248279780000",8
Book,"-6216657380000",13
Book,"-6185121380000",10
Book,"-6153585380000",5
Book,"-6122049380000",10
Book,"-6090426980000",7
Book,"-6058890980000",8
Book,"-6027354980000",4
Book,"-5995818980000",3
Book,"-5964196580000",11
Book,"-5932660580000",3
Book,"-5901124580000",10
Book,"-5869588580000",6
Book,"-5837966180000",13
Book,"-5806430180000",3
Book,"-5774894180000",6
Book,"-5743358180000",6
Book,"-5711735780000",4
Book,"-5680199780000",7
Book,"-5648663780000",9
Book,"-5617127780000",10
Book,"-5585505380000",5
Book,"-5553969380000",6
Book,"-5522433380000",5
Book,"-5490897380000",8
Book,"-5459274980000",16
Book,"-5427738980000",18
Book,"-5396202980000",9
Book,"-5364666980000",17
Book,"-5333130980000",12
Book,"-5301594980000",15
Book,"-5270058980000",9
Book,"-5238522980000",7
Book,"-5206900580000",9
Book,"-5175364580000",13
Book,"-5143828580000",13
Book,"-5112292580000",10
Book,"-5080670180000",12
Book,"-5049134180000",20
Book,"-5017598180000",11
Book,"-4986062180000",14
Book,"-4954439780000",16
Book,"-4922903780000",17
Book,"-4891367780000",9
Book,"-4859831780000",14
Book,"-4828209380000",12
Book,"-4796673380000",20
Book,"-4765137380000",22
Book,"-4733601380000",17
Book,"-4701978980000",24
Book,"-4670442980000",29
Book,"-4638906980000",19
Book,"-4607370980000",20
Book,"-4575748580000",27
Book,"-4544212580000",18
Book,"-4512676580000",24
Book,"-4481140580000",32
Book,"-4449518180000",28
Book,"-4417982180000",29
Book,"-4386446180000",31
Book,"-4354910180000",26
Book,"-4323287780000",27
Book,"-4291751780000",35
Book,"-4260215780000",35
Book,"-4228679780000",19
Book,"-4197057380000",29
Book,"-4165521380000",29
Book,"-4133985380000",35
Book,"-4102449380000",32
Book,"-4070826980000",20
Book,"-4039290980000",31
Book,"-4007754980000",24
Book,"-3976218980000",31
Book,"-3944596580000",41
Book,"-3913060580000",29
Book,"-3881524580000",34
Book,"-3849988580000",50
Book,"-3818366180000",28
Book,"-3786830180000",35
Book,"-3755294180000",59
Book,"-3723758180000",44
Book,"-3692135780000",28
Book,"-3660599780000",43
Book,"-3629063780000",29
Book,"-3597527780000",27
Book,"-3565905380000",45
Book,"-3534369380000",33
Book,"-3502833380000",31
Book,"-3471297380000",53
Book,"-3439674980000",40
Book,"-3408138980000",34
Book,"-3376602980000",46
Book,"-3345066980000",40
Book,"-3313444580000",50
Book,"-3281908580000",35
Book,"-3250372580000",51
Book,"-3218836580000",64
Book,"-3187214180000",62
Book,"-3155678180000",42
Book,"-3124142180000",41
Book,"-3092606180000",36
Book,"-3060983780000",53
Book,"-3029447780000",37
Book,"-2997911780000",44
Book,"-2966375780000",51
Book,"-2934753380000",62
Book,"-2903217380000",37
Book,"-2871681380000",45
Book,"-2840145380000",51
Book,"-2808522980000",52
Book,"-2776986980000",78
Book,"-2745450980000",44
Book,"-2713914980000",58
Book,"-2682292580000",66
Book,"-2650756580000",52
Book,"-2619220580000",51
Book,"-2587684580000",65
Book,"-2556062180000",80
Book,"-2524526180000",60
Book,"-2492989200000",71
Book,"-2461453200000",64
Book,"-2429830800000",91
Book,"-2398294800000",78
Book,"-2366758800000",81
Book,"-2335222800000",80
Book,"-2303600400000",93
Book,"-2272064400000",93
Book,"-2240528400000",85
Book,"-2208992400000",76
Book,"-2177456400000",98
Book,"-2145920400000",88
Book,"-2114384400000",94
Book,"-2082848400000",61
Book,"-2051226000000",90
Book,"-2019690000000",93
Book,"-1988154000000",57
Book,"-1956618000000",59
Book,"-1924995600000",72
Book,"-1893459600000",45
Book,"-1861923600000",54
Book,"-1830387600000",59
Book,"-1798765200000",70
Book,"-1767229200000",54
Book,"-1735693200000",48
Book,"-1704157200000",38
Book,"-1672534800000",28
Book,"-1640998800000",25
Book,"-1609462800000",49
Book,"-1577926800000",48
Book,"-1546304400000",89
Book,"-1514768400000",76
Book,"-1483232400000",74
Book,"-1451696400000",58
Book,"-1420074000000",58
Book,"-1388538000000",54
Book,"-1357002000000",58
Book,"-1325466000000",43
Book,"-1293843600000",47
Book,"-1262307600000",50
Book,"-1230771600000",37
Book,"-1199235600000",24
Book,"-1167613200000",26
Book,"-1136077200000",18
Book,"-1104541200000",21
Book,"-1073005200000",9
Book,"-1041382800000",21
Book,"-1009846800000",27
Book,"-978310800000",43
Book,"-946774800000",44
Book,"-915152400000",10
Book,"-883620000000",12
Book,"-852080400000",10
Book,"-820544400000",6
Book,"-788922000000",6
Book,"-757386000000",3
Book,"-725850000000",11
Book,"-694314000000",5
Book,"-662691600000",7
Book,"-631155600000",2
Book,"-599619600000",1
Book,"-568083600000",4
Book,"-536461200000",3
Book,"-504925200000",2
Book,"-410230800000",2
Book,"-378694800000",4
Book,"-347158800000",3
Book,"-315622800000",1
Book,"-284000400000",3
Book,"-252464400000",2
Book,"-220928400000",7
Book,"-189392400000",11
Book,"-157770000000",1
Book,"-126234000000",11
Book,"-94698000000",9
Book,"-63162000000",6
Book,"-31539600000",4
Book,"-3600000",9
Book,31532400000,4
Book,63068400000,4
Book,94690800000,10
Book,126226800000,10
Book,157762800000,9
Book,189298800000,11
Book,220921200000,14
Book,252457200000,3
Book,283993200000,14
Book,315529200000,19
Book,347151600000,9
Book,378687600000,26
Book,410223600000,6
Book,441759600000,23
Book,473382000000,15
Book,504918000000,17
Book,536454000000,19
Book,567990000000,30
Book,599612400000,19
Book,631148400000,21
Book,662684400000,27
Book,694220400000,32
Book,725842800000,19
Book,757378800000,24
Book,788914800000,24
Book,820450800000,18
Book,852073200000,21
Book,883609200000,29
Book,915145200000,36
Book,946681200000,38
Book,978303600000,60
Book,1009839600000,90
Book,1041375600000,196
Book,1072911600000,161
Book,1104534000000,135
Book,1136070000000,211
Book,1167606000000,144
Book,1199142000000,146
Book,1230764400000,175
Book,1262300400000,153
Book,1293836400000,189
Book,1325372400000,187
Book,1356994800000,180
Book,1388530800000,243
Book,1420066800000,270
Book,1451602800000,302
Book,1483225200000,351
Book,1514761200000,360
Book,1546297200000,470
Book,1577833200000,645
Book,1609455600000,2631
Book,1640991600000,3438
Book,1704063600000,3
BookChapter,"-13285473380000",2
BookChapter,"-11297409380000",2
BookChapter,"-9340794980000",2
BookChapter,"-8835873380000",5
BookChapter,"-4102449380000",1
BookChapter,"-3723758180000",1
BookChapter,"-2524526180000",2
BookChapter,"-2208992400000",2
BookChapter,"-1167613200000",2
BookChapter,"-883620000000",52
BookChapter,"-757386000000",22
BookChapter,"-347158800000",9
BookChapter,"-189392400000",31
BookChapter,"-126234000000",19
BookChapter,"-63162000000",14
BookChapter,"-31539600000",15
BookChapter,31532400000,54
BookChapter,63068400000,16
BookChapter,94690800000,5
BookChapter,157762800000,6
BookChapter,189298800000,10
BookChapter,220921200000,58
BookChapter,252457200000,23
BookChapter,283993200000,6
BookChapter,315529200000,27
BookChapter,347151600000,64
BookChapter,378687600000,37
BookChapter,410223600000,72
BookChapter,441759600000,31
BookChapter,473382000000,114
BookChapter,504918000000,38
BookChapter,536454000000,88
BookChapter,567990000000,83
BookChapter,599612400000,72
BookChapter,631148400000,123
BookChapter,662684400000,79
BookChapter,694220400000,146
BookChapter,725842800000,85
BookChapter,757378800000,108
BookChapter,788914800000,79
BookChapter,820450800000,96
BookChapter,852073200000,40
BookChapter,883609200000,49
BookChapter,915145200000,92
BookChapter,946681200000,65
BookChapter,978303600000,78
BookChapter,1009839600000,119
BookChapter,1041375600000,173
BookChapter,1072911600000,155
BookChapter,1104534000000,194
BookChapter,1136070000000,152
BookChapter,1167606000000,274
BookChapter,1199142000000,310
BookChapter,1230764400000,278
BookChapter,1262300400000,289
BookChapter,1293836400000,440
BookChapter,1325372400000,269
BookChapter,1356994800000,335
BookChapter,1388530800000,541
BookChapter,1420066800000,363
BookChapter,1451602800000,391
BookChapter,1483225200000,277
BookChapter,1514761200000,532
BookChapter,1546297200000,491
BookChapter,1577833200000,717
BookChapter,1609455600000,2908
BookChapter,1640991600000,2111
BookChapter,1672527600000,4
BookChapter,3534447600000,2
Event,"-1009846800000",1
Event,"-631155600000",1
Event,473382000000,1
Event,504918000000,1
Event,536454000000,1
Event,599612400000,1
Event,662684400000,1
Event,694220400000,1
Event,725842800000,2
Event,788914800000,1
Event,852073200000,2
Event,915145200000,1
Event,946681200000,7
Event,978303600000,8
Event,1009839600000,5
Event,1041375600000,27
Event,1072911600000,32
Event,1104534000000,407
Event,1136070000000,38
Event,1167606000000,55
Event,1199142000000,83
Event,1230764400000,75
Event,1262300400000,39
Event,1293836400000,70
Event,1325372400000,883
Event,1356994800000,209
Event,1388530800000,148
Event,1420066800000,5979
Event,1451602800000,1077
Event,1483225200000,692
Event,1514761200000,708
Event,1546297200000,714
Event,1577833200000,687
Event,1609455600000,713
Event,1640991600000,409
DataPaper,"-3600000",1
DataPaper,189298800000,1
DataPaper,757378800000,6
DataPaper,788914800000,57
DataPaper,820450800000,53
DataPaper,852073200000,74
DataPaper,883609200000,81
DataPaper,915145200000,71
DataPaper,946681200000,128
DataPaper,978303600000,131
DataPaper,1009839600000,108
DataPaper,1041375600000,123
DataPaper,1072911600000,157
DataPaper,1104534000000,181
DataPaper,1136070000000,219
DataPaper,1167606000000,315
DataPaper,1199142000000,495
DataPaper,1230764400000,934
DataPaper,1262300400000,439
DataPaper,1293836400000,303
DataPaper,1325372400000,322
DataPaper,1356994800000,489
DataPaper,1388530800000,446
DataPaper,1420066800000,307
DataPaper,1451602800000,690
DataPaper,1483225200000,826
DataPaper,1514761200000,923
DataPaper,1546297200000,1393
DataPaper,1577833200000,1612
DataPaper,1609455600000,1318
DataPaper,1640991600000,676
Model,"-13253937380000",1
Model,"-12591249380000",1
Model,"-12528090980000",1
Model,"-11676100580000",1
Model,"-11644478180000",3
Model,"-10729329380000",1
Model,"-10571562980000",1
Model,"-10540026980000",1
Model,"-10382174180000",7
Model,"-10098177380000",8
Model,"-10035105380000",2
Model,"-9940410980000",2
Model,"-9814180580000",3
Model,"-9782644580000",2
Model,"-9624791780000",36
Model,"-9561719780000",1
Model,"-9151492580000",4
Model,"-9119870180000",1
Model,"-9056798180000",1
Model,"-9025262180000",2
Model,"-8930567780000",4
Model,"-8835873380000",2
Model,"-8520340580000",7
Model,"-8488804580000",3
Model,"-7636814180000",1
Model,"-7605191780000",3
Model,"-7573655780000",6
Model,"-7478961380000",1
Model,"-7415889380000",1
Model,"-7352730980000",3
Model,"-7321194980000",1
Model,"-7258122980000",2
Model,"-7226500580000",3
Model,"-7163428580000",1
Model,"-7100270180000",1
Model,"-7005662180000",1
Model,"-6974039780000",2
Model,"-6942503780000",4
Model,"-6910967780000",1
Model,"-6721578980000",1
Model,"-6658506980000",2
Model,"-6626970980000",2
Model,"-6595348580000",2
Model,"-6563812580000",1
Model,"-6532276580000",3
Model,"-6437582180000",1
Model,"-6311351780000",1
Model,"-6279815780000",2
Model,"-6248279780000",1
Model,"-6216657380000",2
Model,"-6185121380000",1
Model,"-6122049380000",1
Model,"-6090426980000",1
Model,"-6027354980000",1
Model,"-5995818980000",4
Model,"-5743358180000",2
Model,"-5711735780000",4
Model,"-5680199780000",1
Model,"-5553969380000",1
Model,"-5459274980000",1
Model,"-5333130980000",1
Model,"-5238522980000",3
Model,"-5143828580000",2
Model,"-5080670180000",1
Model,"-4954439780000",1
Model,"-4922903780000",1
Model,"-4859831780000",2
Model,"-4828209380000",1
Model,"-4796673380000",1
Model,"-4733601380000",2
Model,"-4701978980000",1
Model,"-4607370980000",1
Model,"-4575748580000",2
Model,"-4544212580000",1
Model,"-4512676580000",1
Model,"-4481140580000",1
Model,"-4417982180000",1
Model,"-4323287780000",1
Model,"-4228679780000",1
Model,"-4165521380000",1
Model,"-4133985380000",1
Model,"-4102449380000",1
Model,"-4039290980000",2
Model,"-3976218980000",2
Model,"-3913060580000",1
Model,"-3881524580000",2
Model,"-3849988580000",2
Model,"-3818366180000",1
Model,"-3786830180000",3
Model,"-3723758180000",1
Model,"-3692135780000",1
Model,"-3660599780000",2
Model,"-3629063780000",1
Model,"-3565905380000",1
Model,"-3471297380000",3
Model,"-3408138980000",1
Model,"-3313444580000",2
Model,"-3155678180000",2
Model,"-3092606180000",1
Model,"-3060983780000",1
Model,"-2966375780000",1
Model,"-2934753380000",1
Model,"-2682292580000",1
Model,"-2587684580000",1
Model,"-2556062180000",1
Model,"-2524526180000",2
Model,"-2429830800000",2
Model,"-2366758800000",2
Model,"-2335222800000",3
Model,"-2303600400000",1
Model,"-2208992400000",10
Model,"-2177456400000",1
Model,"-2145920400000",7
Model,"-2114384400000",2
Model,"-2082848400000",3
Model,"-2051226000000",4
Model,"-2019690000000",1
Model,"-1956618000000",21
Model,"-1924995600000",3
Model,"-1893459600000",4
Model,"-1861923600000",3
Model,"-1830387600000",2
Model,"-1798765200000",1
Model,"-1767229200000",2
Model,"-1704157200000",1
Model,"-1672534800000",1
Model,"-1640998800000",2
Model,"-1577926800000",8
Model,"-1514768400000",1
Model,"-1451696400000",1
Model,"-1388538000000",2
Model,"-1357002000000",1
Model,"-1325466000000",2
Model,"-1262307600000",2
Model,"-1104541200000",1
Model,"-1073005200000",1
Model,"-1009846800000",1
Model,"-978310800000",1
Model,"-946774800000",7
Model,"-852080400000",1
Model,"-788922000000",1
Model,"-725850000000",1
Model,"-599619600000",2
Model,"-473389200000",2
Model,252457200000,5
Model,315529200000,1
Model,347151600000,2
Model,378687600000,3
Model,473382000000,1
Model,504918000000,1
Model,536454000000,4
Model,567990000000,5
Model,599612400000,6
Model,631148400000,14
Model,662684400000,16
Model,694220400000,13
Model,725842800000,10
Model,757378800000,34
Model,788914800000,23
Model,820450800000,20
Model,852073200000,27
Model,883609200000,27
Model,915145200000,66
Model,946681200000,48
Model,978303600000,76
Model,1009839600000,185
Model,1041375600000,157
Model,1072911600000,142
Model,1104534000000,156
Model,1136070000000,338
Model,1199142000000,1
Model,1230764400000,1
Model,1262300400000,3
Model,1293836400000,22
Model,1325372400000,31
Model,1356994800000,15
Model,1388530800000,36
Model,1420066800000,53
Model,1451602800000,59
Model,1483225200000,93
Model,1514761200000,1830
Model,1546297200000,144
Model,1577833200000,187
Model,1609455600000,1347
Model,1640991600000,275
Workflow,"-14263780580000",1
Workflow,"-2808522980000",1
Workflow,"-31539600000",1
Workflow,"-3600000",1
Workflow,283993200000,2
Workflow,441759600000,1
Workflow,599612400000,2
Workflow,662684400000,1
Workflow,694220400000,5
Workflow,725842800000,3
Workflow,757378800000,4
Workflow,788914800000,3
Workflow,820450800000,7
Workflow,852073200000,1
Workflow,883609200000,3
Workflow,915145200000,7
Workflow,946681200000,3
Workflow,978303600000,8
Workflow,1009839600000,8
Workflow,1041375600000,14
Workflow,1072911600000,10
Workflow,1104534000000,11
Workflow,1136070000000,11
Workflow,1167606000000,14
Workflow,1199142000000,25
Workflow,1230764400000,42
Workflow,1262300400000,47
Workflow,1293836400000,56
Workflow,1325372400000,63
Workflow,1356994800000,115
Workflow,1388530800000,181
Workflow,1420066800000,206
Workflow,1451602800000,285
Workflow,1483225200000,243
Workflow,1514761200000,127
Workflow,1546297200000,406
Workflow,1577833200000,335
Workflow,1609455600000,290
Workflow,1640991600000,605
Workflow,1672527600000,2
Workflow,1735686000000,2
Standard,"-946774800000",1
Standard,"-915152400000",1
Standard,"-757386000000",1
Standard,"-725850000000",1
Standard,"-631155600000",1
Standard,"-536461200000",3
Standard,"-473389200000",2
Standard,"-441853200000",3
Standard,"-410230800000",1
Standard,"-315622800000",1
Standard,"-284000400000",5
Standard,"-252464400000",2
Standard,"-220928400000",7
Standard,"-189392400000",1
Standard,"-157770000000",14
Standard,"-126234000000",2
Standard,"-94698000000",1
Standard,"-63162000000",1
Standard,"-3600000",9
Standard,31532400000,5
Standard,63068400000,3
Standard,94690800000,3
Standard,126226800000,1
Standard,157762800000,19
Standard,220921200000,30
Standard,252457200000,5
Standard,315529200000,13
Standard,347151600000,2
Standard,410223600000,5
Standard,473382000000,10
Standard,504918000000,1
Standard,567990000000,2
Standard,631148400000,10
Standard,694220400000,4
Standard,725842800000,2
Standard,757378800000,4
Standard,820450800000,3
Standard,852073200000,5
Standard,883609200000,6
Standard,915145200000,4
Standard,946681200000,1
Standard,978303600000,4
Standard,1009839600000,5
Standard,1041375600000,4
Standard,1136070000000,3
Standard,1199142000000,12
Standard,1230764400000,3
Standard,1262300400000,6
Standard,1293836400000,9
Standard,1325372400000,4
Standard,1356994800000,2
Standard,1388530800000,10
Standard,1420066800000,10
Standard,1483225200000,4
Standard,1514761200000,3
Standard,1546297200000,6
Standard,1577833200000,3
Standard,1609455600000,526
Standard,1640991600000,1337
Film,"-631155600000",5
Film,"-410230800000",1
Film,"-189392400000",2
Film,"-94698000000",1
Film,"-3600000",1
Film,94690800000,1
Film,126226800000,1
Film,157762800000,1
Film,189298800000,1
Film,283993200000,1
Film,315529200000,1
Film,347151600000,1
Film,378687600000,1
Film,410223600000,1
Film,473382000000,1
Film,536454000000,1
Film,567990000000,2
Film,599612400000,14
Film,631148400000,27
Film,694220400000,7
Film,725842800000,124
Film,757378800000,1
Film,788914800000,8
Film,820450800000,50
Film,852073200000,1
Film,883609200000,2
Film,915145200000,29
Film,946681200000,30
Film,1009839600000,31
Film,1041375600000,24
Film,1104534000000,42
Film,1136070000000,29
Film,1167606000000,7
Film,1199142000000,43
Film,1230764400000,215
Film,1262300400000,241
Film,1293836400000,114
Film,1325372400000,42
Film,1356994800000,61
Film,1388530800000,61
Film,1420066800000,76
Film,1451602800000,38
Film,1483225200000,48
Film,1514761200000,47
OutputManagementPlan,"-6753201380000",1
OutputManagementPlan,"-3471297380000",3
OutputManagementPlan,"-2871681380000",1
OutputManagementPlan,"-2524526180000",1
